"Parent’s age (years)","Parent’s sex","Parent’s education level","Employment status","Family type","Your average household income per month (BDT)","Child’s sex","Child’s age (years)","Number of children","Who is the leading child caregiver at home?","Are grandparents at home involved in treatment decisions when your child is ill?","antibiotic_knowledge","attitude","practice","kap_score","Information provided by pharmaceutical companies leaflet","Information from prescribers","Information from dispensers","Information from nurses","Information given by a colleague","Information from University courses","Internet","Social media","Others...49"
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Father","Never",62.5,65,66.6666666666667,64.7222222222222,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10","2","Father","Never",54.1666666666667,65,83.3333333333333,67.5,0,1,1,0,0,0,0,0,0
"36–45","Male","Primary","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Father","Never",79.1666666666667,60,83.3333333333333,74.1666666666667,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",66.6666666666667,60,66.6666666666667,64.4444444444444,0,1,0,0,0,0,0,0,0
"36–45","Male","Undergraduate","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","< 5","1","Father","Never",95.8333333333333,65,83.3333333333333,81.3888888888889,0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Father","Never",87.5,60,66.6666666666667,71.3888888888889,0,1,0,0,0,0,1,0,0
"36–45","Male","Undergraduate","Self employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Father","Always",45.8333333333333,60,83.3333333333333,63.0555555555556,0,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",66.6666666666667,65,66.6666666666667,66.1111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Never",45.8333333333333,75,83.3333333333333,68.0555555555556,0,1,1,0,0,0,0,0,1
"36–45","Male","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",58.3333333333333,60,100,72.7777777777778,0,1,1,0,0,0,0,0,1
"36–45","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Mother","Never",66.6666666666667,45,33.3333333333333,48.3333333333333,1,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",62.5,70,33.3333333333333,55.2777777777778,1,0,0,0,0,0,1,1,0
"36–45","Male","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Sometimes",75,55,33.3333333333333,54.4444444444444,1,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",79.1666666666667,60,33.3333333333333,57.5,0,1,0,0,0,0,1,1,0
"36–45","Male","Secondary","Employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","1","Mother","Often",41.6666666666667,80,50,57.2222222222222,0,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Sometimes",66.6666666666667,60,33.3333333333333,53.3333333333333,0,0,0,0,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",54.1666666666667,65,50,56.3888888888889,0,0,0,0,0,0,1,1,0
"36–45","Female","Primary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Never",33.3333333333333,55,16.6666666666667,35,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",62.5,60,100,74.1666666666667,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",45.8333333333333,60,100,68.6111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Never",75,65,83.3333333333333,74.4444444444444,0,1,1,0,0,0,0,0,1
"36–45","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",87.5,60,83.3333333333333,76.9444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Primary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",54.1666666666667,65,66.6666666666667,61.9444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",70.8333333333333,70,83.3333333333333,74.7222222222222,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","< 5","2","Mother","Never",83.3333333333333,60,50,64.4444444444444,0,1,1,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",91.6666666666667,60,83.3333333333333,78.3333333333333,0,1,1,0,0,0,1,1,0
"< 25","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","1","Mother","Never",12.5,65,66.6666666666667,48.0555555555556,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",83.3333333333333,60,66.6666666666667,70,0,1,1,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",45.8333333333333,65,66.6666666666667,59.1666666666667,0,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","< 5","1","Mother","Never",54.1666666666667,65,83.3333333333333,67.5,1,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",66.6666666666667,50,100,72.2222222222222,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Never",58.3333333333333,60,66.6666666666667,61.6666666666667,0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",50,60,66.6666666666667,58.8888888888889,0,0,0,0,0,0,1,0,1
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",20.8333333333333,55,66.6666666666667,47.5,0,0,0,0,0,0,0,1,1
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Often",20.8333333333333,60,66.6666666666667,49.1666666666667,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",16.6666666666667,65,83.3333333333333,55,0,1,0,0,0,0,0,0,0
"< 25","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","1","Mother","Often",25,60,83.3333333333333,56.1111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",62.5,50,66.6666666666667,59.7222222222222,0,1,0,0,0,0,1,0,1
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",25,60,83.3333333333333,56.1111111111111,0,0,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",87.5,65,66.6666666666667,73.0555555555556,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",41.6666666666667,55,66.6666666666667,54.4444444444444,0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",54.1666666666667,60,50,54.7222222222222,0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Employed","Extended family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",62.5,65,66.6666666666667,64.7222222222222,1,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",54.1666666666667,70,83.3333333333333,69.1666666666667,0,1,0,0,0,0,0,0,0
"25–35","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",45.8333333333333,65,83.3333333333333,64.7222222222222,1,1,0,0,0,0,1,0,0
"36–45","Male","Undergraduate","Employed","Extended family","Middle (less than 50000 BDT)","Female","< 5","1","Mother","Never",79.1666666666667,65,50,64.7222222222222,1,0,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Always",75,65,66.6666666666667,68.8888888888889,0,1,0,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",75,55,83.3333333333333,71.1111111111111,1,1,0,0,0,0,0,0,0
"36–45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",54.1666666666667,65,50,56.3888888888889,0,1,1,0,0,0,0,1,0
"> 45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Mother","Never",79.1666666666667,60,50,63.0555555555556,0,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",29.1666666666667,60,66.6666666666667,51.9444444444444,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10","1","Mother","Never",25,55,66.6666666666667,48.8888888888889,0,1,0,0,0,0,0,0,0
"36–45","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",45.8333333333333,65,100,70.2777777777778,0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",29.1666666666667,80,83.3333333333333,64.1666666666667,0,1,1,0,0,0,0,0,0
"36–45","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",75,75,100,83.3333333333333,0,1,1,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",33.3333333333333,55,83.3333333333333,57.2222222222222,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",62.5,60,83.3333333333333,68.6111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",50,75,66.6666666666667,63.8888888888889,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Never",41.6666666666667,85,50,58.8888888888889,0,1,0,0,0,0,1,0,0
"36–45","Female","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Never",87.5,45,66.6666666666667,66.3888888888889,1,1,0,0,0,0,1,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",54.1666666666667,75,83.3333333333333,70.8333333333333,0,1,1,0,0,0,1,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",58.3333333333333,80,83.3333333333333,73.8888888888889,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Self employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Never",70.8333333333333,75,66.6666666666667,70.8333333333333,0,1,1,0,0,0,1,0,1
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",41.6666666666667,60,50,50.5555555555556,0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",41.6666666666667,60,66.6666666666667,56.1111111111111,0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Father","Never",50,60,33.3333333333333,47.7777777777778,0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",91.6666666666667,50,50,63.8888888888889,0,1,0,0,0,0,1,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9",">= 3","Mother","Sometimes",62.5,55,33.3333333333333,50.2777777777778,0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Employed","Extended family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",62.5,60,50,57.5,0,1,0,0,0,0,0,0,0
"> 45","Male","Primary","Self employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10","2","Mother","Never",50,70,66.6666666666667,62.2222222222222,0,1,0,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",16.6666666666667,50,66.6666666666667,44.4444444444444,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Always",54.1666666666667,70,66.6666666666667,63.6111111111111,0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","5–9","1","Grandmother","Often",25,55,50,43.3333333333333,0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",29.1666666666667,45,83.3333333333333,52.5,0,1,1,0,1,0,1,1,0
"36–45","Male","Postgraduate","Self employed","Extended family","High (greater than 50000 BDT)","Male","> 10","2","Mother","Often",87.5,70,83.3333333333333,80.2777777777778,1,0,0,0,1,0,0,0,0
"36–45","Male","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",54.1666666666667,65,83.3333333333333,67.5,0,0,0,0,0,0,0,0,1
"36–45","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","> 10","1","Mother","Often",75,70,66.6666666666667,70.5555555555556,0,1,0,0,0,0,1,1,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","1","Mother","Never",79.1666666666667,60,50,63.0555555555556,0,1,0,0,0,0,1,1,0
"25–35","Female","Postgraduate","Employed","Extended family","High (greater than 50000 BDT)","Female","5–9","1","Grandmother","Often",87.5,55,66.6666666666667,69.7222222222222,0,0,0,0,1,0,0,0,0
"36–45","Male","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",33.3333333333333,65,83.3333333333333,60.5555555555556,0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Self employed","Extended family","High (greater than 50000 BDT)","Male","> 10","2","Mother","Always",66.6666666666667,65,33.3333333333333,55,0,0,0,0,0,0,1,0,0
"36–45","Male","Secondary","Employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Always",50,65,33.3333333333333,49.4444444444444,0,0,0,0,0,0,1,0,0
"36–45","Male","Secondary","Self employed","Extended family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Always",66.6666666666667,65,16.6666666666667,49.4444444444444,0,1,0,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Never",75,65,83.3333333333333,74.4444444444444,0,0,0,0,0,0,1,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",83.3333333333333,60,66.6666666666667,70,0,0,0,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Often",91.6666666666667,60,66.6666666666667,72.7777777777778,0,0,0,0,0,0,1,0,0
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",37.5,70,66.6666666666667,58.0555555555556,0,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",62.5,55,66.6666666666667,61.3888888888889,0,0,0,0,0,0,1,0,0
"> 45","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","1","Mother","Often",54.1666666666667,60,66.6666666666667,60.2777777777778,0,0,0,0,0,0,1,0,0
"> 45","Female","Undergraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Often",79.1666666666667,65,66.6666666666667,70.2777777777778,0,1,0,0,0,0,1,0,0
"> 45","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Often",66.6666666666667,70,66.6666666666667,67.7777777777778,0,0,0,0,0,0,1,0,0
"> 45","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",12.5,50,66.6666666666667,43.0555555555556,0,1,0,0,0,0,0,0,0
"< 25","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Never",41.6666666666667,80,83.3333333333333,68.3333333333333,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",41.6666666666667,80,66.6666666666667,62.7777777777778,0,1,1,0,0,0,0,0,1
"36–45","Male","Secondary","Self employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Others","Often",50,70,66.6666666666667,62.2222222222222,0,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",50,85,83.3333333333333,72.7777777777778,0,1,1,0,0,0,1,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","1","Mother","Never",33.3333333333333,85,66.6666666666667,61.6666666666667,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Never",29.1666666666667,80,83.3333333333333,64.1666666666667,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",70.8333333333333,70,66.6666666666667,69.1666666666667,0,1,0,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",62.5,80,66.6666666666667,69.7222222222222,0,1,0,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9",">= 3","Mother","Never",58.3333333333333,80,83.3333333333333,73.8888888888889,0,1,1,0,0,0,0,0,1
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","> 10","1","Mother","Never",29.1666666666667,50,50,43.0555555555556,0,1,0,0,0,0,1,1,1
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Often",50,60,83.3333333333333,64.4444444444444,0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",25,50,33.3333333333333,36.1111111111111,0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",20.8333333333333,55,66.6666666666667,47.5,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Single parent family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",20.8333333333333,55,50,41.9444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Always",16.6666666666667,55,66.6666666666667,46.1111111111111,0,1,0,0,0,0,0,0,1
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","< 5","2","Mother","Always",25,55,66.6666666666667,48.8888888888889,0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","< 5","1","Mother","Never",20.8333333333333,60,66.6666666666667,49.1666666666667,0,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Employed","Extended family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",50,55,66.6666666666667,57.2222222222222,0,1,0,0,0,1,0,0,0
"25–35","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","2","Grandmother","Never",50,55,83.3333333333333,62.7777777777778,0,0,0,0,0,0,1,1,0
"< 25","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",25,50,50,41.6666666666667,0,1,0,0,0,0,0,0,0
"36–45","Female","Undergraduate","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","< 5","2","Mother","Never",66.6666666666667,65,50,60.5555555555556,0,1,1,0,0,0,0,1,0
"> 45","Male","Postgraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",83.3333333333333,55,50,62.7777777777778,0,1,1,0,0,0,0,0,0
"36–45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Sometimes",83.3333333333333,65,66.6666666666667,71.6666666666667,0,1,1,0,0,0,0,0,0
"36–45","Male","Undergraduate","Employed","Nuclear family","Low (less than 30000 BDT)","Male","< 5","1","Mother","Never",54.1666666666667,65,66.6666666666667,61.9444444444444,0,0,1,1,1,0,0,0,0
"25–35","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",75,65,83.3333333333333,74.4444444444444,0,1,1,0,0,0,0,0,0
"36–45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",79.1666666666667,60,66.6666666666667,68.6111111111111,0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","< 5","1","Mother","Sometimes",79.1666666666667,50,50,59.7222222222222,0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Sometimes",41.6666666666667,70,50,53.8888888888889,0,1,1,0,0,0,0,0,0
"36–45","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Mother","Never",62.5,75,50,62.5,0,1,1,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",12.5,65,50,42.5,0,1,1,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Sometimes",37.5,70,66.6666666666667,58.0555555555556,0,1,1,0,0,0,0,0,0
"36–45","Female","Undergraduate","Self employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",58.3333333333333,70,83.3333333333333,70.5555555555556,0,1,1,0,0,0,0,0,0
"36–45","Female","Postgraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",87.5,75,66.6666666666667,76.3888888888889,0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",33.3333333333333,45,66.6666666666667,48.3333333333333,0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",54.1666666666667,80,66.6666666666667,66.9444444444444,0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",66.6666666666667,70,66.6666666666667,67.7777777777778,0,1,1,0,0,0,0,0,0
"> 45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",37.5,80,50,55.8333333333333,0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Often",20.8333333333333,70,50,46.9444444444444,0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",58.3333333333333,25,50,44.4444444444444,0,1,0,0,0,0,0,1,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Sometimes",33.3333333333333,75,66.6666666666667,58.3333333333333,0,1,1,0,0,0,0,0,0
"25–35","Male","Undergraduate","Self employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Father","Often",16.6666666666667,60,83.3333333333333,53.3333333333333,0,1,0,0,0,1,0,1,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9",">= 3","Father","Always",25,30,50,35,0,1,0,0,0,1,0,0,0
"36–45","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","2","Father","Often",41.6666666666667,45,83.3333333333333,56.6666666666667,0,1,0,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Father","Never",12.5,40,50,34.1666666666667,0,1,1,0,0,0,1,1,0
"25–35","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Father","Always",29.1666666666667,35,66.6666666666667,43.6111111111111,0,1,0,0,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Father","Often",33.3333333333333,45,50,42.7777777777778,0,1,0,0,0,0,1,1,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Father","Never",45.8333333333333,45,50,46.9444444444444,0,1,1,0,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Father","Never",50,35,50,45,0,1,0,0,0,0,1,1,0
"36–45","Female","Primary","Not employed","Extended family","High (greater than 50000 BDT)","Female","5–9","2","Father","Sometimes",41.6666666666667,50,50,47.2222222222222,0,1,0,0,1,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Father","Often",16.6666666666667,35,50,33.8888888888889,0,1,1,0,0,0,1,1,0
"36–45","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","5–9",">= 3","Mother","Never",75,50,66.6666666666667,63.8888888888889,0,1,0,0,0,0,0,0,1
